icao24,wake_vortex,wake_vortex_index
010262,"<136,000kg",3.0
3c65d5,"<136,000kg",3.0
4b0295,"<136,000kg",3.0
8960f7,Heavy,0.0
748025,"<136,000kg",3.0
440db0,"<136,000kg",3.0
3944f2,,2.0
3c4b49,"<136,000kg",3.0
4d251c,"<136,000kg",3.0
424767,"<34,000kg",4.0
49130d,"<34,000kg",4.0
4080e3,"<136,000kg",3.0
4acab0,"<136,000kg",3.0
3c65c7,"<136,000kg",3.0
4ac9fa,"<136,000kg",3.0
3c0ca2,"<136,000kg",3.0
4864ed,"<136,000kg",3.0
495301,"<136,000kg",3.0
407757,"<136,000kg",3.0
4d234b,"<136,000kg",3.0
4d23ea,"<136,000kg",3.0
06a2b3,Heavy,0.0
4cafcd,"<136,000kg",3.0
4068cb,"<136,000kg",3.0
407795,"<136,000kg",3.0
345101,"<136,000kg",3.0
4b027c,"<136,000kg",3.0
4d0226,"<136,000kg",3.0
494141,<7000kg,7.0
407eec,"<136,000kg",3.0
4ca707,"<136,000kg",3.0
7103d6,Heavy,0.0
4d24fe,Heavy,0.0
44cdc5,"<136,000kg",3.0
e80444,Heavy,0.0
0101c8,"<136,000kg",3.0
4cafcc,"<136,000kg",3.0
4baa64,"<136,000kg",3.0
4d222e,"<136,000kg",3.0
3c55c3,"<136,000kg",3.0
494112,"<34,000kg",4.0
4d20e9,"<34,000kg",4.0
4bb324,"<136,000kg",3.0
494989,"<34,000kg",4.0
4d00f1,"<136,000kg",3.0
4bb863,"<136,000kg",3.0
34558f,Heavy,0.0
896316,Heavy,0.0
3c55c8,"<136,000kg",3.0
4ca25b,"<136,000kg",3.0
440c35,"<136,000kg",3.0
4d248c,"<136,000kg",3.0
3465c9,"<136,000kg",3.0
3461cd,"<34,000kg",4.0
3444cc,"<136,000kg",3.0
47a218,"<136,000kg",3.0
505ce6,"<136,000kg",3.0
394c13,"<136,000kg",3.0
3c6652,"<136,000kg",3.0
89611b,Heavy,0.0
407667,"<136,000kg",3.0
40777c,"<136,000kg",3.0
345659,"<136,000kg",3.0
4078fd,"<136,000kg",3.0
e8040d,Heavy,0.0
479301,"<136,000kg",3.0
4cadbc,"<136,000kg",3.0
461fa4,"<136,000kg",3.0
44079a,"<136,000kg",3.0
3c56f7,"<136,000kg",3.0
344645,"<136,000kg",3.0
3475d9,"<136,000kg",3.0
040168,Heavy,0.0
4ca764,"<136,000kg",3.0
a540e2,Heavy,0.0
4864ec,"<136,000kg",3.0
4aca06,"<136,000kg",3.0
8964c0,Heavy,0.0
40660e,"<136,000kg",3.0
440181,"<136,000kg",3.0
4cacb4,"<136,000kg",3.0
06a2ec,Heavy,0.0
4a1923,"<136,000kg",3.0
4aca83,"<136,000kg",3.0
4bb475,Heavy,0.0
4891b3,"<136,000kg",3.0
4074b8,"<136,000kg",3.0
71ba09,Heavy,0.0
4071d9,"<136,000kg",3.0
e4954b,"<34,000kg",4.0
89631c,Heavy,0.0
406755,"<136,000kg",3.0
3451d4,"<136,000kg",3.0
47a05e,"<136,000kg",3.0
44cdc2,"<136,000kg",3.0
471db0,"<136,000kg",3.0
44cdc8,"<136,000kg",3.0
4aca46,"<136,000kg",3.0
7812cf,Heavy,0.0
4892c0,"<136,000kg",3.0
3465d8,"<136,000kg",3.0
502ce3,"<136,000kg",3.0
3c6670,"<136,000kg",3.0
501c2d,"<136,000kg",3.0
346519,Rotorcraft,6.0
01010a,"<136,000kg",3.0
a92ddf,Heavy,0.0
486421,<7000kg,7.0
45c822,"<34,000kg",4.0
40123f,"<136,000kg",3.0
495cd0,Heavy,0.0
407ce4,"<136,000kg",3.0
39e68e,"<136,000kg",3.0
01022e,"<136,000kg",3.0
48415f,"<136,000kg",3.0
405455,"<136,000kg",3.0
a7563a,Heavy,0.0
405e24,"<136,000kg",3.0
44006c,"<136,000kg",3.0
3ce630,"<34,000kg",4.0
4bb870,"<136,000kg",3.0
4d2219,"<136,000kg",3.0
400143,"<136,000kg",3.0
5002d8,"<136,000kg",3.0
71002c,Heavy,0.0
348044,"<136,000kg",3.0
502d59,"<136,000kg",3.0
4cad93,"<136,000kg",3.0
896179,Heavy,0.0
461fa5,"<136,000kg",3.0
44a8a6,"<136,000kg",3.0
3964ef,"<136,000kg",3.0
3e7c1a,<7000kg,7.0
346605,Heavy,0.0
4066b9,"<136,000kg",3.0
4ca293,"<136,000kg",3.0
710111,Heavy,0.0
4cac8e,"<136,000kg",3.0
4bb46f,Heavy,0.0
490d81,"<34,000kg",4.0
4076e4,"<136,000kg",3.0
406752,"<136,000kg",3.0
4d02ab,<7000kg,7.0
4951d2,"<136,000kg",3.0
a0af44,"<136,000kg",3.0
502d89,"<136,000kg",3.0
781c0c,Heavy,0.0
4d22b1,"<136,000kg",3.0
4bab48,"<136,000kg",3.0
4402ac,"<136,000kg",3.0
440bc9,High vortex,8.0
0d085d,Heavy,0.0
4b1a66,"<136,000kg",3.0
347658,"<136,000kg",3.0
a588fd,"<136,000kg",3.0
4ca8fb,Heavy,0.0
485342,Heavy,0.0
3c66a9,"<136,000kg",3.0
aa8315,Heavy,0.0
ac053f,Heavy,0.0
a4e714,Heavy,0.0
4ca6a6,"<136,000kg",3.0
e49849,Heavy,0.0
3c4b26,Heavy,0.0
39cead,"<136,000kg",3.0
3c542b,Heavy,0.0
440612,"<136,000kg",3.0
3c6744,"<136,000kg",3.0
394c14,"<136,000kg",3.0
4ca569,"<136,000kg",3.0
4ca9c3,"<136,000kg",3.0
3c6677,"<136,000kg",3.0
40643a,"<136,000kg",3.0
896172,Heavy,0.0
4aca05,"<136,000kg",3.0
4010ec,"<136,000kg",3.0
40666d,"<136,000kg",3.0
e499fe,"<34,000kg",4.0
3c6466,,2.0
4409c0,"<136,000kg",3.0
3950d0,,2.0
3e3aee,<7000kg,7.0
4d02df,"<34,000kg",4.0
e8027a,Heavy,0.0
471f70,"<136,000kg",3.0
440432,"<34,000kg",4.0
4c01e2,"<136,000kg",3.0
4a91fa,"<136,000kg",3.0
3c65c1,"<136,000kg",3.0
4d2278,"<136,000kg",3.0
4784c2,"<136,000kg",3.0
47875a,"<136,000kg",3.0
39ce6e,"<136,000kg",3.0
502d5f,"<136,000kg",3.0
3c56a3,"<136,000kg",3.0
4d2223,"<136,000kg",3.0
491d83,"<136,000kg",3.0
461f4b,Heavy,0.0
43ea86,"<34,000kg",4.0
502d0f,"<136,000kg",3.0
401240,"<136,000kg",3.0
a03fe1,"<136,000kg",3.0
4cad89,"<136,000kg",3.0
39a054,"<34,000kg",4.0
4bb283,"<136,000kg",3.0
4010dd,"<136,000kg",3.0
396440,Heavy,0.0
4d24b1,"<136,000kg",3.0
4008f1,"<136,000kg",3.0
45c86b,"<136,000kg",3.0
4d250f,"<34,000kg",4.0
40688a,"<136,000kg",3.0
4ca5c7,Heavy,0.0
3c64ac,"<136,000kg",3.0
e065d7,"<34,000kg",4.0
4cc564,"<136,000kg",3.0
4d02a0,"<34,000kg",4.0
3cd70e,"<34,000kg",4.0
40702e,"<136,000kg",3.0
407183,"<136,000kg",3.0
405456,"<136,000kg",3.0
78131e,Heavy,0.0
3c6634,"<136,000kg",3.0
4b39c9,<7000kg,7.0
4b1691,"<136,000kg",3.0
4ac9f8,"<136,000kg",3.0
49410b,"<34,000kg",4.0
4d2407,"<136,000kg",3.0
e4875e,"<34,000kg",4.0
45211e,"<136,000kg",3.0
502d3e,"<136,000kg",3.0
4067ee,"<136,000kg",3.0
44a82f,"<136,000kg",3.0
471db6,"<136,000kg",3.0
3c6433,"<136,000kg",3.0
4aca53,"<136,000kg",3.0
440732,"<136,000kg",3.0
486802,"<136,000kg",3.0
440610,"<136,000kg",3.0
4d2236,"<136,000kg",3.0
39d2ac,Heavy,0.0
3c675a,"<136,000kg",3.0
3442c9,"<136,000kg",3.0
4ca63b,"<136,000kg",3.0
489009,"<136,000kg",3.0
408034,"<136,000kg",3.0
406539,"<136,000kg",3.0
4cade7,"<136,000kg",3.0
4d2198,,2.0
3c564f,"<34,000kg",4.0
484131,"<136,000kg",3.0
3c6423,"<136,000kg",3.0
a8f316,<7000kg,7.0
490d04,"<34,000kg",4.0
398673,<7000kg,7.0
484c59,"<136,000kg",3.0
4078f0,"<136,000kg",3.0
48af01,"<136,000kg",3.0
407f5f,"<136,000kg",3.0
407e7b,"<136,000kg",3.0
440053,"<136,000kg",3.0
3eeb70,Obstruction,1.0
44cdca,"<136,000kg",3.0
3c64b0,"<136,000kg",3.0
5bf000,UAM,16.0
396441,Heavy,0.0
710103,Heavy,0.0
3c5421,Heavy,0.0
4d2503,"<136,000kg",3.0
4d2493,"<136,000kg",3.0
3c6674,"<136,000kg",3.0
471f72,"<136,000kg",3.0
ab5c12,Heavy,0.0
4ca80d,"<136,000kg",3.0
ab10cb,Heavy,0.0
000c01,High performance,13.0
440c33,"<136,000kg",3.0
49d1a7,"<34,000kg",4.0
4dfaa3,Reserved,10.0
4070ea,"<136,000kg",3.0
4074b6,"<136,000kg",3.0
407f61,"<136,000kg",3.0
4ca97b,"<136,000kg",3.0
344510,Obstruction,1.0
4d22b0,"<136,000kg",3.0
3c0936,"<136,000kg",3.0
406ade,"<136,000kg",3.0
020170,"<34,000kg",4.0
407fae,"<136,000kg",3.0
3c4a04,Heavy,0.0
343408,Obstruction,1.0
06a1dd,"<136,000kg",3.0
3949ed,Heavy,0.0
a3f579,Heavy,0.0
396443,Heavy,0.0
440b90,"<136,000kg",3.0
505d58,"<136,000kg",3.0
a5237f,Heavy,0.0
3965a7,Heavy,0.0
34811a,Obstruction,1.0
3c542c,Heavy,0.0
4baac3,"<136,000kg",3.0
78195f,Heavy,0.0
896441,Heavy,0.0
4cada9,"<136,000kg",3.0
0a0018,"<136,000kg",3.0
471fa2,"<136,000kg",3.0
39ceb4,"<136,000kg",3.0
06a064,Heavy,0.0
4b191e,Heavy,0.0
4932a1,"<34,000kg",4.0
a1c132,"<34,000kg",4.0
3cccaa,"<34,000kg",4.0
440b1e,"<136,000kg",3.0
4cae8e,"<136,000kg",3.0
4b17fa,"<136,000kg",3.0
48c1a2,"<136,000kg",3.0
348110,Obstruction,1.0
aa44cf,Heavy,0.0
4d2453,"<136,000kg",3.0
43ead1,<7000kg,7.0
3008ac,"<34,000kg",4.0
a74505,Heavy,0.0
44033e,"<136,000kg",3.0
06a30c,Heavy,0.0
ab2ad8,Heavy,0.0
408026,"<136,000kg",3.0
405f11,"<136,000kg",3.0
4ca836,"<136,000kg",3.0
343405,Obstruction,1.0
4cae67,"<136,000kg",3.0
407f35,"<136,000kg",3.0
4ba9e9,Heavy,0.0
39e68c,"<136,000kg",3.0
39ce41,<7000kg,7.0
407c0b,"<136,000kg",3.0
aa5428,Heavy,0.0
3e260e,<7000kg,7.0
30017c,<7000kg,7.0
4d232c,"<136,000kg",3.0
348046,<7000kg,7.0
341257,Obstruction,1.0
acd4d9,<7000kg,7.0
0a004a,"<136,000kg",3.0
4d2286,"<136,000kg",3.0
3482d9,<7000kg,7.0
4d2234,"<136,000kg",3.0
3965a8,Heavy,0.0
407f7a,"<136,000kg",3.0
4bb20a,"<136,000kg",3.0
4067f0,"<136,000kg",3.0
896180,Heavy,0.0
4baa6f,"<136,000kg",3.0
4b38be,"<34,000kg",4.0
3c6646,"<136,000kg",3.0
4bb26f,"<136,000kg",3.0
49328e,"<34,000kg",4.0
e0b058,"<34,000kg",4.0
4075a2,"<136,000kg",3.0
3c664c,,2.0
488252,"<34,000kg",4.0
345212,"<136,000kg",3.0
49d365,"<136,000kg",3.0
3cd50b,<7000kg,7.0
3964e1,"<136,000kg",3.0
503cba,"<136,000kg",3.0
3480c7,<7000kg,7.0
3b7765,High vortex,8.0
34469a,"<136,000kg",3.0
3c65cb,"<136,000kg",3.0
c053f6,Heavy,0.0
4d23fd,"<136,000kg",3.0
45b8c1,"<34,000kg",4.0
3f4ddf,High vortex,8.0
494113,"<34,000kg",4.0
46aa42,"<34,000kg",4.0
010204,"<136,000kg",3.0
06a13c,Heavy,0.0
710130,Heavy,0.0
405a48,"<136,000kg",3.0
398567,"<136,000kg",3.0
49d57c,<7000kg,7.0
4ba9e8,Heavy,0.0
406c80,"<136,000kg",3.0
89620e,Heavy,0.0
4d24ac,"<136,000kg",3.0
48ada8,"<136,000kg",3.0
4066d0,"<136,000kg",3.0
3cc194,"<34,000kg",4.0
49d375,Surface service vehicle,15.0
3e2bf6,<7000kg,7.0
780bb6,Heavy,0.0
a14bdd,Heavy,0.0
781008,Heavy,0.0
4bc84d,"<136,000kg",3.0
406a59,"<136,000kg",3.0
4076fe,<7000kg,7.0
3c7889,"<136,000kg",3.0
46b822,"<136,000kg",3.0
3444d0,"<136,000kg",3.0
45d970,Heavy,0.0
3453c3,"<136,000kg",3.0
3e3fb4,<7000kg,7.0
503e36,"<136,000kg",3.0
479aca,"<34,000kg",4.0
4246a2,Heavy,0.0
491312,"<34,000kg",4.0
aa44ad,Heavy,0.0
78140f,Heavy,0.0
3cc249,"<34,000kg",4.0
3434d3,<7000kg,7.0
400981,"<136,000kg",3.0
4cadaa,"<136,000kg",3.0
0d0c90,"<136,000kg",3.0
491184,"<34,000kg",4.0
44022b,"<136,000kg",3.0
3cd2d3,"<34,000kg",4.0
a8b75a,Heavy,0.0
3cc0c4,"<34,000kg",4.0
345309,Heavy,0.0
424c4b,"<34,000kg",4.0
4911e7,<7000kg,7.0
4952a2,Heavy,0.0
47ba0d,"<136,000kg",3.0
4072a4,"<136,000kg",3.0
49d2b9,"<136,000kg",3.0
405633,"<136,000kg",3.0
710415,Heavy,0.0
40780d,"<136,000kg",3.0
408033,"<136,000kg",3.0
3c5d50,"<136,000kg",3.0
503d73,"<136,000kg",3.0
39cf07,Heavy,0.0
a875da,Heavy,0.0
4b8e05,"<136,000kg",3.0
407ac6,"<136,000kg",3.0
710110,Heavy,0.0
4072dc,"<136,000kg",3.0
485341,Heavy,0.0
4d2093,"<34,000kg",4.0
4d24a9,Heavy,0.0
3ce212,"<34,000kg",4.0
4402ff,<7000kg,7.0
02a043,"<136,000kg",3.0
4067f2,"<136,000kg",3.0
06a0bd,Heavy,0.0
406a91,"<136,000kg",3.0
06a12b,Heavy,0.0
3c49d4,"<136,000kg",3.0
4ca84e,"<136,000kg",3.0
39c428,Heavy,0.0
341345,Obstruction,1.0
a50adc,Heavy,0.0
3c64b1,"<136,000kg",3.0
aa4195,Heavy,0.0
486494,"<136,000kg",3.0
896539,Heavy,0.0
600866,Heavy,0.0
ab8862,Heavy,0.0
3c70b6,High vortex,8.0
45214b,"<136,000kg",3.0
040032,Heavy,0.0
7103d8,Heavy,0.0
06a1ea,Heavy,0.0
4d2251,"<136,000kg",3.0
471db7,"<136,000kg",3.0
8eecf6,Obstruction,1.0
aaf47d,Heavy,0.0
ab4ae9,Heavy,0.0
48922b,"<136,000kg",3.0
afba47,Obstruction,1.0
06a12c,Heavy,0.0
02013f,Heavy,0.0
346603,"<136,000kg",3.0
345619,"<136,000kg",3.0
4cadde,"<136,000kg",3.0
49d053,"<34,000kg",4.0
4aca08,"<136,000kg",3.0
06a2e1,Heavy,0.0
4b1615,"<136,000kg",3.0
392aec,"<136,000kg",3.0
4ca811,"<136,000kg",3.0
3c6497,"<136,000kg",3.0
39e680,"<136,000kg",3.0
4d2287,"<136,000kg",3.0
503d40,"<136,000kg",3.0
407574,"<136,000kg",3.0
4080a4,"<136,000kg",3.0
4cae58,"<136,000kg",3.0
39a580,"<34,000kg",4.0
406a3e,"<136,000kg",3.0
347296,Heavy,0.0
020163,"<34,000kg",4.0
4b18ba,"<136,000kg",3.0
4891b6,"<136,000kg",3.0
300848,"<136,000kg",3.0
408124,"<136,000kg",3.0
4010db,"<136,000kg",3.0
4070ee,"<136,000kg",3.0
40600e,"<136,000kg",3.0
e80214,Heavy,0.0
400ff4,"<136,000kg",3.0
3482da,<7000kg,7.0
408144,"<34,000kg",4.0
a1f3f0,<7000kg,7.0
39d306,"<136,000kg",3.0
501e45,<7000kg,7.0
440ca9,"<136,000kg",3.0
020123,Heavy,0.0
ad6b0e,Heavy,0.0
39cea8,"<136,000kg",3.0
3c65d1,"<136,000kg",3.0
440c31,"<136,000kg",3.0
04f617,Reserved,10.0
4076b0,"<136,000kg",3.0
34720b,<7000kg,7.0
ab3c0d,Heavy,0.0
4ca8fc,Heavy,0.0
49328c,"<34,000kg",4.0
4d201f,"<136,000kg",3.0
38485a,High vortex,8.0
7380c2,Heavy,0.0
40768a,"<136,000kg",3.0
3c66e3,"<136,000kg",3.0
4d237f,"<34,000kg",4.0
48c2a0,"<136,000kg",3.0
345317,<7000kg,7.0
4d24d7,"<136,000kg",3.0
4d2272,"<136,000kg",3.0
4b17fe,"<136,000kg",3.0
4080f7,"<136,000kg",3.0
3533c2,Rotorcraft,6.0
4d2274,"<136,000kg",3.0
39aded,"<34,000kg",4.0
4bb19a,Heavy,0.0
440bc2,High vortex,8.0
4847a9,<7000kg,7.0
4bb194,Heavy,0.0
4b1613,"<136,000kg",3.0
896177,Heavy,0.0
020114,"<34,000kg",4.0
3f5685,High vortex,8.0
4d21ed,"<136,000kg",3.0
30019c,"<136,000kg",3.0
4070ec,"<136,000kg",3.0
3ccd4b,"<34,000kg",4.0
3441d8,Obstruction,1.0
aad012,Heavy,0.0
34460d,High vortex,8.0
341095,Obstruction,1.0
490d84,"<34,000kg",4.0
aa93c9,Heavy,0.0
4401fa,"<136,000kg",3.0
4243bc,"<34,000kg",4.0
5394d7,UAM,16.0
4bb199,Heavy,0.0
3c4b31,Heavy,0.0
3c5427,Heavy,0.0
408000,"<136,000kg",3.0
2a0901,Obstruction,1.0
407914,"<136,000kg",3.0
4d2180,"<34,000kg",4.0
406cd2,"<136,000kg",3.0
34124f,Obstruction,1.0
407e69,"<136,000kg",3.0
49d00d,"<136,000kg",3.0
3c674f,"<136,000kg",3.0
06a2c7,Heavy,0.0
4d2133,"<34,000kg",4.0
4bb26b,"<136,000kg",3.0
0200cb,Heavy,0.0
4400dc,"<136,000kg",3.0
39bda7,"<136,000kg",3.0
3571ca,<7000kg,7.0
345082,"<136,000kg",3.0
4cae19,"<136,000kg",3.0
39c958,Heavy,0.0
aa9bb8,Heavy,0.0
aaaa92,Heavy,0.0
04004b,Heavy,0.0
06a0b8,Heavy,0.0
4b18f1,"<136,000kg",3.0
491221,"<34,000kg",4.0
3c0f75,"<136,000kg",3.0
3e3ee4,<7000kg,7.0
3c6488,"<136,000kg",3.0
aa44d0,Heavy,0.0
4402db,"<136,000kg",3.0
48520a,"<136,000kg",3.0
c0582b,Heavy,0.0
ab772d,Heavy,0.0
3451c7,Obstruction,1.0
48c22f,"<136,000kg",3.0
39e689,"<136,000kg",3.0
3cbe73,"<34,000kg",4.0
35360a,"<34,000kg",4.0
4ac9ee,"<136,000kg",3.0
4d22ae,"<136,000kg",3.0
407031,"<136,000kg",3.0
4d2104,"<34,000kg",4.0
020182,"<34,000kg",4.0
3435c5,"<136,000kg",3.0
394a14,Heavy,0.0
aae958,Heavy,0.0
486649,"<136,000kg",3.0
440625,"<136,000kg",3.0
34518f,Obstruction,1.0
406f87,"<136,000kg",3.0
4ca7b7,"<136,000kg",3.0
ad3c48,High vortex,8.0
a015e8,"<136,000kg",3.0
4851f6,Heavy,0.0
341094,Obstruction,1.0
4010e9,"<136,000kg",3.0
8964bd,Heavy,0.0
48c12e,"<136,000kg",3.0
738103,Heavy,0.0
43cb0b,Reserved,10.0
4bb26d,"<136,000kg",3.0
2f8dbf,Reserved,10.0
471f77,"<136,000kg",3.0
4d20d8,"<136,000kg",3.0
493035,"<34,000kg",4.0
489224,"<136,000kg",3.0
502d46,"<136,000kg",3.0
4d22b3,"<136,000kg",3.0
4074b2,"<136,000kg",3.0
400a26,"<136,000kg",3.0
408053,"<136,000kg",3.0
39bda2,"<136,000kg",3.0
4bb06a,"<136,000kg",3.0
4ca263,"<136,000kg",3.0
49530a,"<136,000kg",3.0
4d225f,"<136,000kg",3.0
4aca88,"<136,000kg",3.0
346090,"<136,000kg",3.0
39ceb3,"<136,000kg",3.0
440b2f,"<136,000kg",3.0
020130,Heavy,0.0
485123,"<136,000kg",3.0
4d24d6,"<136,000kg",3.0
341107,Obstruction,1.0
39d305,"<136,000kg",3.0
40622b,"<136,000kg",3.0
4cadc0,"<136,000kg",3.0
471f02,"<136,000kg",3.0
4b1a1b,"<136,000kg",3.0
3cee5d,"<34,000kg",4.0
4b18d9,"<34,000kg",4.0
4cac8c,"<136,000kg",3.0
06a1ec,Heavy,0.0
39856a,"<136,000kg",3.0
ae29fd,"<136,000kg",3.0
48af06,"<136,000kg",3.0
896184,Heavy,0.0
44083c,"<136,000kg",3.0
48c131,"<136,000kg",3.0
4d2004,"<136,000kg",3.0
40643d,"<136,000kg",3.0
341391,"<34,000kg",4.0
3c66e9,"<136,000kg",3.0
3ce8e8,"<34,000kg",4.0
a1b79a,<7000kg,7.0
3cefbd,"<34,000kg",4.0
010244,"<136,000kg",3.0
ae11d6,Heavy,0.0
49530c,"<136,000kg",3.0
4d222c,"<136,000kg",3.0
40772f,"<136,000kg",3.0
4080e4,"<136,000kg",3.0
5003cd,"<34,000kg",4.0
484164,"<136,000kg",3.0
4b180c,"<136,000kg",3.0
06a2c5,Heavy,0.0
4d224f,"<136,000kg",3.0
4400d0,"<34,000kg",4.0
4d24b2,"<136,000kg",3.0
48b228,"<34,000kg",4.0
4911f3,<7000kg,7.0
020143,"<34,000kg",4.0
3c6641,,2.0
4d2415,"<136,000kg",3.0
06a1e7,Heavy,0.0
4d2150,"<34,000kg",4.0
4068f6,"<136,000kg",3.0
396445,Heavy,0.0
3f7cae,,2.0
3c848f,"<34,000kg",4.0
408052,"<136,000kg",3.0
3c66a6,"<136,000kg",3.0
a41cf8,Heavy,0.0
39a206,"<136,000kg",3.0
4bab2e,"<136,000kg",3.0
424771,"<136,000kg",3.0
3c66ad,"<136,000kg",3.0
d534c9,Reserved,10.0
4cada8,"<136,000kg",3.0
a95c2f,Heavy,0.0
3c70b4,High vortex,8.0
4d2479,"<136,000kg",3.0
4076e3,"<136,000kg",3.0
a88e71,"<136,000kg",3.0
407e53,"<136,000kg",3.0
06a2f3,Heavy,0.0
400be5,"<136,000kg",3.0
4d221f,"<136,000kg",3.0
406016,"<136,000kg",3.0
896450,Heavy,0.0
407f67,"<136,000kg",3.0
6355b5,"<136,000kg",3.0
4c01e4,"<136,000kg",3.0
00a2e4,Heavy,0.0
4b191b,Heavy,0.0
56a00d,Space,14.0
3410d8,Obstruction,1.0
8963da,Heavy,0.0
471efb,"<136,000kg",3.0
49516b,"<136,000kg",3.0
a75283,Heavy,0.0
a8deda,Heavy,0.0
491d88,"<136,000kg",3.0
484f18,"<136,000kg",3.0
4b1693,"<136,000kg",3.0
3c66aa,"<136,000kg",3.0
4080a5,"<136,000kg",3.0
4070ed,"<136,000kg",3.0
39c913,<7000kg,7.0
4ca63a,"<136,000kg",3.0
395d6e,Heavy,0.0
34768b,<7000kg,7.0
3441cb,Obstruction,1.0
300886,Ultralight,9.0
3c664b,,2.0
471db3,"<136,000kg",3.0
3481c7,Rotorcraft,6.0
06a0e8,Heavy,0.0
738059,"<136,000kg",3.0
440609,"<136,000kg",3.0
06a0f4,Heavy,0.0
a19df5,"<136,000kg",3.0
4cad7c,"<136,000kg",3.0
4075f4,"<136,000kg",3.0
406ae9,"<136,000kg",3.0
010264,"<136,000kg",3.0
781133,Heavy,0.0
51169b,"<34,000kg",4.0
3c6663,"<136,000kg",3.0
06a2b7,Heavy,0.0
4d2271,"<136,000kg",3.0
896453,Heavy,0.0
452101,"<136,000kg",3.0
89611e,Heavy,0.0
344692,"<136,000kg",3.0
3c4b21,Heavy,0.0
4d222d,"<136,000kg",3.0
040198,Heavy,0.0
aa6ba4,Heavy,0.0
89650a,Heavy,0.0
4d2385,"<136,000kg",3.0
47ba1d,"<136,000kg",3.0
4bccba,"<136,000kg",3.0
34105a,Obstruction,1.0
341108,Obstruction,1.0
4c01e3,"<136,000kg",3.0
4d24c5,"<136,000kg",3.0
39cea0,"<136,000kg",3.0
4b39aa,"<34,000kg",4.0
4d225c,"<136,000kg",3.0
aa688a,<7000kg,7.0
341105,Obstruction,1.0
503e9a,"<136,000kg",3.0
3460cb,<7000kg,7.0
4cad40,"<136,000kg",3.0
aac537,"<136,000kg",3.0
4d2368,"<136,000kg",3.0
ad8442,<7000kg,7.0
440469,"<136,000kg",3.0
34318a,"<34,000kg",4.0
486492,"<136,000kg",3.0
480c46,Heavy,0.0
c48de7,"<136,000kg",3.0
4892c6,"<136,000kg",3.0
341109,Obstruction,1.0
4d220c,"<136,000kg",3.0
40097d,"<136,000kg",3.0
407731,"<136,000kg",3.0
44cdcf,"<136,000kg",3.0
a18976,"<136,000kg",3.0
43c5ed,High vortex,8.0
39904a,<7000kg,7.0
341059,Obstruction,1.0
471843,,2.0
4408d8,"<34,000kg",4.0
70c093,,2.0
06a2c4,Heavy,0.0
40736a,<7000kg,7.0
4b18f2,"<136,000kg",3.0
4bb842,"<136,000kg",3.0
7eae75,Space,14.0
3473c1,<7000kg,7.0
459744,"<34,000kg",4.0
39c427,Heavy,0.0
3412c3,Obstruction,1.0
4d02e9,"<34,000kg",4.0
ab7268,Heavy,0.0
489220,"<136,000kg",3.0
4d24b3,"<136,000kg",3.0
06a1db,"<136,000kg",3.0
471f82,"<136,000kg",3.0
0201a5,"<34,000kg",4.0
ae5b6b,"<136,000kg",3.0
34734f,"<136,000kg",3.0
39d2ab,Heavy,0.0
407600,"<136,000kg",3.0
4d2110,"<34,000kg",4.0
a403af,"<136,000kg",3.0
8963db,Heavy,0.0
4848e1,<7000kg,7.0
a7a08a,Heavy,0.0
344155,<7000kg,7.0
500179,"<34,000kg",4.0
4851b1,Heavy,0.0
502cd0,"<136,000kg",3.0
896175,Heavy,0.0
4d02c6,"<34,000kg",4.0
407631,"<136,000kg",3.0
d7d6f1,,2.0
9b540a,"<34,000kg",4.0
a1d546,Heavy,0.0
7380c6,Heavy,0.0
738101,Heavy,0.0
3965a2,Heavy,0.0
7380c9,Heavy,0.0
4b1921,Heavy,0.0
359516,Rotorcraft,6.0
c058c3,Heavy,0.0
39de26,"<136,000kg",3.0
4066d1,"<136,000kg",3.0
4d0131,Heavy,0.0
c0597e,Obstruction,1.0
079e06,UAM,16.0
342306,<7000kg,7.0
3571c3,<7000kg,7.0
502d31,"<136,000kg",3.0
3571ce,<7000kg,7.0
aba54a,"<136,000kg",3.0
407837,"<136,000kg",3.0
a3008a,Surface service vehicle,15.0
c023bd,Heavy,0.0
49d381,"<34,000kg",4.0
39a44f,"<34,000kg",4.0
600864,"<136,000kg",3.0
aaa6dd,Heavy,0.0
acb89e,"<136,000kg",3.0
781d9c,Heavy,0.0
ab4fae,Heavy,0.0
4d2405,"<136,000kg",3.0
4d21a4,"<136,000kg",3.0
4ca740,"<136,000kg",3.0
3c5eef,"<136,000kg",3.0
440bcf,High vortex,8.0
407179,"<136,000kg",3.0
4ac8e5,"<136,000kg",3.0
4d2220,"<136,000kg",3.0
4cacb6,"<136,000kg",3.0
4791ac,"<136,000kg",3.0
440668,"<136,000kg",3.0
3268a5,Surface emergency vehicle,5.0
3c5eea,"<136,000kg",3.0
4ac9e7,"<136,000kg",3.0
4792a6,"<136,000kg",3.0
4d2490,"<136,000kg",3.0
4d2518,"<136,000kg",3.0
4d22bb,"<136,000kg",3.0
4c4aa9,"<34,000kg",4.0
4009d8,"<136,000kg",3.0
4aca12,"<136,000kg",3.0
4d2410,"<136,000kg",3.0
4d24c1,"<136,000kg",3.0
4ca88f,"<136,000kg",3.0
474743,Reserved,10.0
4ca27f,"<136,000kg",3.0
4aca0b,"<136,000kg",3.0
3c56f6,"<136,000kg",3.0
a8cecd,"<136,000kg",3.0
